"symbol","type","database"
"FGF16","growth_factors_&_receptors","GOMF"
"FGF16","secreted protein","NABA"
"FGF16","cytokin/chemokine_&_receptors","GSEA"
"FGF17","growth_factors_&_receptors","Online resource"
"FGF17","predicted secreted protein","HPA"
"FGF17","predicted secreted protein","VerSeDa"
"FGF17","growth_factors_&_receptors","GOMF"
"FGF17","secreted protein","NABA"
"FGF17","cytokin/chemokine_&_receptors","GSEA"
"FGF18","growth_factors_&_receptors","Online resource"
"FGF18","predicted secreted protein","HPA"
"FGF18","predicted secreted protein","VerSeDa"
"FGF18","growth_factors_&_receptors","GOMF"
"FGF18","secreted protein","NABA"
"FGF18","cytokin/chemokine_&_receptors","GSEA"
"FGF19","growth_factors_&_receptors","Online resource"
"FGF19","predicted secreted protein","HPA"
"FGF19","growth_factors_&_receptors","GOMF"
"FGF19","secreted protein","NABA"
"FGF19","cytokin/chemokine_&_receptors","GSEA"
"FGF2","growth_factors_&_receptors","Online resource"
"FGF2","predicted secreted protein","HPA"
"FGF2","growth_factors_&_receptors","GOMF"
"FGF2","secreted protein","NABA"
"FGF2","cytokin/chemokine_&_receptors","GSEA"
"FGF20","growth_factors_&_receptors","Online resource"
"FGF20","predicted secreted protein","HPA"
"FGF20","growth_factors_&_receptors","GOMF"
"FGF20","secreted protein","NABA"
"FGF20","cytokin/chemokine_&_receptors","GSEA"
"FGF21","growth_factors_&_receptors","Online resource"
"FGF21","predicted secreted protein","HPA"
"FGF21","growth_factors_&_receptors","GOMF"
"FGF21","secreted protein","NABA"
"FGF21","cytokin/chemokine_&_receptors","GSEA"
"FGF22","growth_factors_&_receptors","Online resource"
"FGF22","predicted secreted protein","HPA"
"FGF22","growth_factors_&_receptors","GOMF"
"FGF22","secreted protein","NABA"
"FGF22","cytokin/chemokine_&_receptors","GSEA"
"FGF23","growth_factors_&_receptors","Online resource"
"FGF23","predicted secreted protein","HPA"
"FGF23","predicted secreted protein","VerSeDa"
"FGF23","growth_factors_&_receptors","GOMF"
"FGF23","secreted protein","NABA"
"FGF23","cytokin/chemokine_&_receptors","GSEA"
"FGF3","growth_factors_&_receptors","Online resource"
"FGF3","predicted secreted protein","HPA"
"FGF3","predicted secreted protein","VerSeDa"
"FGF3","growth_factors_&_receptors","GOMF"
"FGF3","secreted protein","NABA"
"FGF3","cytokin/chemokine_&_receptors","GSEA"
"FGF4","growth_factors_&_receptors","Online resource"
"FGF4","predicted secreted protein","HPA"
"FGF4","predicted secreted protein","VerSeDa"
"FGF4","growth_factors_&_receptors","GOMF"
"FGF4","secreted protein","NABA"
"FGF4","cytokin/chemokine_&_receptors","GSEA"
"FGF5","growth_factors_&_receptors","Online resource"
"FGF5","predicted secreted protein","HPA"
"FGF5","predicted secreted protein","VerSeDa"
"FGF5","growth_factors_&_receptors","GOMF"
"FGF5","secreted protein","NABA"
"FGF5","cytokin/chemokine_&_receptors","GSEA"
"FGF6","growth_factors_&_receptors","Online resource"
"FGF6","predicted secreted protein","HPA"
"FGF6","predicted secreted protein","VerSeDa"
"FGF6","growth_factors_&_receptors","GOMF"
"FGF6","secreted protein","NABA"
"FGF6","cytokin/chemokine_&_receptors","GSEA"
"FGF7","growth_factors_&_receptors","Online resource"
"FGF7","predicted secreted protein","HPA"
"FGF7","growth_factors_&_receptors","GOMF"
"FGF7","secreted protein","NABA"
"FGF7","cytokin/chemokine_&_receptors","GSEA"
"FGF7P6","cytokin/chemokine_&_receptors","GSEA"
"FGF8","growth_factors_&_receptors","Online resource"
"FGF8","predicted secreted protein","HPA"
"FGF8","predicted secreted protein","VerSeDa"
"FGF8","growth_factors_&_receptors","GOMF"
"FGF8","secreted protein","NABA"
"FGF8","cytokin/chemokine_&_receptors","GSEA"
"FGF9","growth_factors_&_receptors","Online resource"
"FGF9","predicted secreted protein","HPA"
"FGF9","predicted secreted protein","VerSeDa"
"FGF9","growth_factors_&_receptors","GOMF"
"FGF9","secreted protein","NABA"
"FGF9","cytokin/chemokine_&_receptors","GSEA"
"FGFBP1","growth_factors_&_receptors","Online resource"
"FGFBP1","predicted secreted protein","HPA"
"FGFBP1","predicted secreted protein","VerSeDa"
"FGFBP1","growth_factors_&_receptors","GOMF"
"FGFBP1","secreted protein","NABA"
"FGFBP2","growth_factors_&_receptors","Online resource"
"FGFBP2","predicted secreted protein","HPA"
"FGFBP2","growth_factors_&_receptors","GOMF"
"FGFBP2","secreted protein","NABA"
"FGFBP3","growth_factors_&_receptors","Online resource"
"FGFBP3","predicted secreted protein","HPA"
"FGFBP3","predicted secreted protein","VerSeDa"
"FGFBP3","growth_factors_&_receptors","GOMF"
"FGFBP3","secreted protein","NABA"
"FGFR1","growth_factors_&_receptors","Online resource"
"FGFR1","growth_factors_&_receptors","GOMF"
"FGFR2","growth_factors_&_receptors","Online resource"
"FGFR2","growth_factors_&_receptors","GOMF"
"FGFR3","growth_factors_&_receptors","Online resource"
"FGFR3","growth_factors_&_receptors","GOMF"
"FGFR4","growth_factors_&_receptors","Online resource"
"FGFR4","growth_factors_&_receptors","GOMF"
"FGFRL1","growth_factors_&_receptors","Online resource"
"FGFRL1","growth_factors_&_receptors","GOMF"
"FGG","predicted secreted protein","HPA"
"FGL1","predicted secreted protein","HPA"
"FGL2","predicted secreted protein","HPA"
"FGR","cytokin/chemokine_&_receptors","WP"
"FIBP","growth_factors_&_receptors","Online resource"
"FIBP","growth_factors_&_receptors","GOMF"
"FIGNL2","cytokin/chemokine_&_receptors","GSEA"
"FLG","secreted protein","NABA"
"FLG2","secreted protein","NABA"
"FLRT2","growth_factors_&_receptors","Online resource"
"FLRT2","growth_factors_&_receptors","GOMF"
"FLRT3","growth_factors_&_receptors","Online resource"
"FLRT3","growth_factors_&_receptors","GOMF"
"FLT1","growth_factors_&_receptors","Online resource"
"FLT1","growth_factors_&_receptors","GOMF"
"FLT1","cytokin/chemokine_&_receptors","KEGG"
"FLT3","growth_factors_&_receptors","Online resource"
"FLT3","growth_factors_&_receptors","GOMF"
"FLT3","cytokin/chemokine_&_receptors","KEGG"
"FLT3LG","cytokin/chemokine_&_receptors","KEGG"
"FLT3LG","secreted protein","NABA"
"FLT3LG","cytokin/chemokine_&_receptors","GSEA"
"FLT4","growth_factors_&_receptors","Online resource"
"FLT4","growth_factors_&_receptors","GOMF"
"FLT4","cytokin/chemokine_&_receptors","KEGG"
"FMOD","predicted secreted protein","HPA"
"FMOD","predicted secreted protein","VerSeDa"
"FN1","predicted secreted protein","HPA"
"FN1","predicted secreted protein","VerSeDa"
"FNDC1","predicted secreted protein","HPA"
"FNDC5","hormones_&_receptors","Online resource"
"FNDC7","predicted secreted protein","HPA"
"FNDC7","predicted secreted protein","VerSeDa"
"FOLR3","predicted secreted protein","HPA"
"FOXO3","cytokin/chemokine_&_receptors","WP"
"FREM1","predicted secreted protein","HPA"
"FREM1","predicted secreted protein","VerSeDa"
"FREM3","predicted secreted protein","HPA"
"FRS2","growth_factors_&_receptors","Online resource"
"FRS2","growth_factors_&_receptors","GOMF"
"FRS3","growth_factors_&_receptors","Online resource"
"FRS3","growth_factors_&_receptors","GOMF"
"FRZB","predicted secreted protein","HPA"
"FRZB","secreted protein","NABA"
"FSHB","hormones_&_receptors","Online resource"
"FSHB","predicted secreted protein","HPA"
"FSHB","hormones_&_receptors","REACTOME"
"FSHB","cytokin/chemokine_&_receptors","GSEA"
"FSHR","hormones_&_receptors","Online resource"
"FSHR","hormones_&_receptors","REACTOME"
"FST","predicted secreted protein","HPA"
"FST","secreted protein","NABA"
"FSTL1","predicted secreted protein","HPA"
"FSTL1","predicted secreted protein","VerSeDa"
"FSTL1","secreted protein","NABA"
"FSTL3","predicted secreted protein","HPA"
"FSTL3","predicted secreted protein","VerSeDa"
"FSTL3","secreted protein","NABA"
"FSTL4","growth_factors_&_receptors","Online resource"
"FSTL4","predicted secreted protein","HPA"
"FSTL4","predicted secreted protein","VerSeDa"
"FSTL4","growth_factors_&_receptors","GOMF"
"FSTL5","predicted secreted protein","HPA"
"FTCDNL1","predicted secreted protein","HPA"
"FUCA2","predicted secreted protein","HPA"
"FURIN","growth_factors_&_receptors","Online resource"
"FURIN","growth_factors_&_receptors","GOMF"
"FYN","growth_factors_&_receptors","Online resource"
"FYN","growth_factors_&_receptors","GOMF"
"GABBR1","predicted secreted protein","VerSeDa"
"GAL","hormones_&_receptors","Online resource"
"GAL","predicted secreted protein","HPA"
"GAL","cytokin/chemokine_&_receptors","GSEA"
"GALP","hormones_&_receptors","Online resource"
"GALP","predicted secreted protein","HPA"
"GALP","predicted secreted protein","VerSeDa"
"GALP","cytokin/chemokine_&_receptors","GSEA"
"GALR1","hormones_&_receptors","Online resource"
"GALR2","hormones_&_receptors","Online resource"
"GALR3","hormones_&_receptors","Online resource"
"GAS6","predicted secreted protein","HPA"
"GASK1A","predicted secreted protein","HPA"
"GAST","hormones_&_receptors","Online resource"
"GAST","predicted secreted protein","HPA"
"GAST","predicted secreted protein","VerSeDa"
"GAST","cytokin/chemokine_&_receptors","GSEA"
"GATA3","growth_factors_&_receptors","Online resource"
"GATA3","growth_factors_&_receptors","GOMF"
"GATD1","predicted secreted protein","HPA"
"GC","predicted secreted protein","HPA"
"GCG","hormones_&_receptors","Online resource"
"GCG","predicted secreted protein","HPA"
"GCG","predicted secreted protein","VerSeDa"
"GCG","cytokin/chemokine_&_receptors","GSEA"
"GCGR","hormones_&_receptors","Online resource"
"GDF1","cytokin/chemokine_&_receptors","Online resource"
"GDF1","growth_factors_&_receptors","Online resource"
"GDF1","predicted secreted protein","HPA"
"GDF1","predicted secreted protein","VerSeDa"
"GDF1","growth_factors_&_receptors","GOMF"
"GDF1","secreted protein","NABA"
"GDF1","cytokin/chemokine_&_receptors","GSEA"
"GDF10","cytokin/chemokine_&_receptors","Online resource"
"GDF10","growth_factors_&_receptors","Online resource"
"GDF10","predicted secreted protein","HPA"
"GDF10","predicted secreted protein","VerSeDa"
"GDF10","growth_factors_&_receptors","GOMF"
"GDF10","secreted protein","NABA"
"GDF10","cytokin/chemokine_&_receptors","GSEA"
"GDF11","cytokin/chemokine_&_receptors","Online resource"
"GDF11","growth_factors_&_receptors","Online resource"
"GDF11","predicted secreted protein","HPA"
"GDF11","predicted secreted protein","VerSeDa"
"GDF11","growth_factors_&_receptors","GOMF"
"GDF11","secreted protein","NABA"
"GDF11","cytokin/chemokine_&_receptors","GSEA"
"GDF15","cytokin/chemokine_&_receptors","Online resource"
"GDF15","growth_factors_&_receptors","Online resource"
"GDF15","predicted secreted protein","HPA"
"GDF15","predicted secreted protein","VerSeDa"
"GDF15","growth_factors_&_receptors","GOMF"
"GDF15","secreted protein","NABA"
"GDF15","cytokin/chemokine_&_receptors","GSEA"
"GDF2","cytokin/chemokine_&_receptors","Online resource"
"GDF2","growth_factors_&_receptors","Online resource"
"GDF2","predicted secreted protein","HPA"
"GDF2","growth_factors_&_receptors","GOMF"
"GDF2","secreted protein","NABA"
"GDF2","cytokin/chemokine_&_receptors","GSEA"
"GDF3","cytokin/chemokine_&_receptors","Online resource"
"GDF3","growth_factors_&_receptors","Online resource"
"GDF3","predicted secreted protein","HPA"
"GDF3","growth_factors_&_receptors","GOMF"
"GDF3","secreted protein","NABA"
"GDF3","cytokin/chemokine_&_receptors","GSEA"
"GDF5","cytokin/chemokine_&_receptors","Online resource"
"GDF5","growth_factors_&_receptors","Online resource"
"GDF5","predicted secreted protein","HPA"
"GDF5","predicted secreted protein","VerSeDa"
"GDF5","growth_factors_&_receptors","GOMF"
"GDF5","cytokin/chemokine_&_receptors","KEGG"
"GDF5","secreted protein","NABA"
"GDF5","cytokin/chemokine_&_receptors","GSEA"
"GDF6","cytokin/chemokine_&_receptors","Online resource"
"GDF6","growth_factors_&_receptors","Online resource"
"GDF6","predicted secreted protein","HPA"
"GDF6","growth_factors_&_receptors","GOMF"
"GDF6","secreted protein","NABA"
"GDF6","cytokin/chemokine_&_receptors","GSEA"
"GDF7","cytokin/chemokine_&_receptors","Online resource"
"GDF7","growth_factors_&_receptors","Online resource"
"GDF7","predicted secreted protein","HPA"
"GDF7","growth_factors_&_receptors","GOMF"
"GDF7","secreted protein","NABA"
"GDF7","cytokin/chemokine_&_receptors","GSEA"
"GDF9","cytokin/chemokine_&_receptors","Online resource"
"GDF9","growth_factors_&_receptors","Online resource"
"GDF9","predicted secreted protein","HPA"
"GDF9","predicted secreted protein","VerSeDa"
"GDF9","growth_factors_&_receptors","GOMF"
"GDF9","secreted protein","NABA"
"GDF9","cytokin/chemokine_&_receptors","GSEA"
"GDNF","growth_factors_&_receptors","Online resource"
"GDNF","predicted secreted protein","HPA"
"GDNF","predicted secreted protein","VerSeDa"
"GDNF","growth_factors_&_receptors","GOMF"
"GDNF","secreted protein","NABA"
"GDNF","cytokin/chemokine_&_receptors","GSEA"
"GFER","growth_factors_&_receptors","Online resource"
"GFER","predicted secreted protein","HPA"
"GFER","growth_factors_&_receptors","GOMF"
"GFOD1","predicted secreted protein","HPA"
"GFOD2","predicted secreted protein","HPA"
"GGH","predicted secreted protein","VerSeDa"
"GH1","growth_factors_&_receptors","Online resource"
"GH1","cytokin/chemokine_&_receptors","Online resource"
"GH1","hormones_&_receptors","Online resource"
"GH1","predicted secreted protein","HPA"
"GH1","growth_factors_&_receptors","GOMF"
"GH1","hormones_&_receptors","GOMF"
"GH1","cytokin/chemokine_&_receptors","KEGG"
"GH1","secreted protein","NABA"
"GH1","hormones_&_receptors","REACTOME"
"GH1","cytokin/chemokine_&_receptors","GSEA"
"GH2","growth_factors_&_receptors","Online resource"
"GH2","cytokin/chemokine_&_receptors","Online resource"
"GH2","hormones_&_receptors","Online resource"
"GH2","predicted secreted protein","HPA"
"GH2","growth_factors_&_receptors","GOMF"
"GH2","hormones_&_receptors","GOMF"
"GH2","cytokin/chemokine_&_receptors","KEGG"
"GH2","secreted protein","NABA"
"GH2","hormones_&_receptors","REACTOME"
"GH2","cytokin/chemokine_&_receptors","GSEA"
"GHR","cytokin/chemokine_&_receptors","Online resource"
"GHR","growth_factors_&_receptors","Online resource"
"GHR","hormones_&_receptors","Online resource"
"GHR","growth_factors_&_receptors","GOMF"
"GHR","cytokin/chemokine_&_receptors","KEGG"
"GHR","hormones_&_receptors","REACTOME"
"GHRH","hormones_&_receptors","Online resource"
"GHRH","predicted secreted protein","HPA"
"GHRH","cytokin/chemokine_&_receptors","GSEA"
"GHRHR","growth_factors_&_receptors","Online resource"
"GHRHR","hormones_&_receptors","Online resource"
"GHRHR","growth_factors_&_receptors","GOMF"
"GHRL","hormones_&_receptors","Online resource"
"GHRL","predicted secreted protein","HPA"
"GHRL","cytokin/chemokine_&_receptors","GSEA"
"GHSR","hormones_&_receptors","Online resource"
"GIP","hormones_&_receptors","Online resource"
"GIP","predicted secreted protein","HPA"
"GIP","cytokin/chemokine_&_receptors","GSEA"
"GIPR","hormones_&_receptors","Online resource"
"GKN1","growth_factors_&_receptors","Online resource"
"GKN1","predicted secreted protein","HPA"
"GKN1","growth_factors_&_receptors","GOMF"
"GKN1","cytokin/chemokine_&_receptors","GSEA"
"GKN2","predicted secreted protein","HPA"
"GLB1L","predicted secreted protein","HPA"
"GLB1L2","predicted secreted protein","HPA"
"GLDN","predicted secreted protein","HPA"
"GLG1","growth_factors_&_receptors","Online resource"
"GLG1","growth_factors_&_receptors","GOMF"
"GLIPR1L1","predicted secreted protein","HPA"
"GLIPR1L1","predicted secreted protein","VerSeDa"
"GLMN","growth_factors_&_receptors","Online resource"
"GLMN","growth_factors_&_receptors","GOMF"
"GLP1R","hormones_&_receptors","Online resource"
"GLP2R","hormones_&_receptors","Online resource"
"GLT1D1","predicted secreted protein","HPA"
"GLT1D1","predicted secreted protein","VerSeDa"
"GLTPD2","predicted secreted protein","HPA"
"GMFB","growth_factors_&_receptors","Online resource"
"GMFB","growth_factors_&_receptors","GOMF"
"GMFB","cytokin/chemokine_&_receptors","GSEA"
"GMFG","growth_factors_&_receptors","Online resource"
"GMFG","growth_factors_&_receptors","GOMF"
"GMFG","cytokin/chemokine_&_receptors","GSEA"
"GNAI1","cytokin/chemokine_&_receptors","WP"
"GNAI2","cytokin/chemokine_&_receptors","WP"
"GNAI3","cytokin/chemokine_&_receptors","WP"
"GNAO1","hormones_&_receptors","Online resource"
"GNAS","hormones_&_receptors","Online resource"
"GNB1","cytokin/chemokine_&_receptors","WP"
"GNB2","cytokin/chemokine_&_receptors","WP"
"GNB3","cytokin/chemokine_&_receptors","WP"
"GNB4","cytokin/chemokine_&_receptors","WP"
"GNB5","cytokin/chemokine_&_receptors","WP"
"GNG10","cytokin/chemokine_&_receptors","WP"
"GNG11","cytokin/chemokine_&_receptors","WP"
"GNG12","cytokin/chemokine_&_receptors","WP"
"GNG13","cytokin/chemokine_&_receptors","WP"
"GNG2","cytokin/chemokine_&_receptors","WP"
"GNG3","cytokin/chemokine_&_receptors","WP"
"GNG4","cytokin/chemokine_&_receptors","WP"
"GNG5","cytokin/chemokine_&_receptors","WP"
"GNG7","cytokin/chemokine_&_receptors","WP"
"GNG8","cytokin/chemokine_&_receptors","WP"
"GNGT1","cytokin/chemokine_&_receptors","WP"
"GNGT2","cytokin/chemokine_&_receptors","WP"
"GNLY","predicted secreted protein","HPA"
